genres,movie_id,original_title,plot,cast
['Horror'],109428,Evil Dead,"Evil Dead, the fourth installment of the Evil Dead franchise, serving as both a reboot and as a loose continuation of the series, features Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one by one.","['Jane Levy', 'Shiloh Fernandez', 'Lou Taylor Pucci']"
"['Romance', 'Drama']",132344,Before Midnight,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,"['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick']"
['Drama'],111190,Adore,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.","['Naomi Watts', 'Robin Wright', 'Xavier Samuel']"
"['Thriller', 'Crime', 'Drama']",68727,Trance,"A fine art auctioneer mixed up with a gang, joins forces with a hypnotherapist to recover a lost painting. As boundaries between desire, reality and hypnotic suggestion begin to blur, the stakes rise faster than anyone could have anticipated.","['James McAvoy', 'Vincent Cassel', 'Rosario Dawson']"
"['Adventure', 'Action', 'Science Fiction']",72559,G.I. Joe: Retaliation,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.","['Dwayne Johnson', 'D.J. Cotrona', 'Adrianne Palicki']"
"['Action', 'Adventure', 'Romance']",72710,The Host,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.","['Saoirse Ronan', 'Diane Kruger', 'Jake Abel']"
"['Comedy', 'Drama', 'Romance']",144340,Admission,"Strait-laced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago. Soon, Portia finds herself bending the rules for Jeremiah, putting at risk the life she thought she always wanted – but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having.","['Tina Fey', 'Paul Rudd', 'Michael Sheen']"
"['Adventure', 'Animation', 'Comedy']",49519,The Croods,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.","['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']"
"['Action', 'Thriller']",117263,Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.","['Gerard Butler', 'Aaron Eckhart', 'Angela Bassett']"
"['Drama', 'Crime']",97367,The Place Beyond the Pines,"A motorcycle stunt rider considers committing a crime in order to provide for his wife and child, an act that puts him on a collision course with a cop-turned-politician.","['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes']"
['Comedy'],124459,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.","['Steve Carell', 'Jim Carrey', 'Steve Buscemi']"
"['Crime', 'Thriller']",158011,The Call,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.","['Halle Berry', 'Abigail Breslin', 'Morris Chestnut']"
['Thriller'],176077,Enter the Dangerous Mind,"A psychological thriller set in the world of underground dubstep, Snap is the story of Jim Whitman, a brilliant but painfully introverted musician who develops a crush on a young social worker.","['Jake Hoffman', 'Nikki Reed', 'Thomas Dekker']"
['Action'],244339,逃出生天,"On the hottest day in 50 years, a serious fire incident happened to a busy commercial tower, a gaggle of fire fighters with an indestructible enthusiasm are going to save lives.","['Lau Ching-Wan', 'Angelica Lee', 'Chen Sicheng']"
"['Thriller', 'Action', 'Crime']",102362,Dead Man Down,"In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.","['Colin Farrell', 'Noomi Rapace', 'Terrence Howard']"
"['Drama', 'Comedy', 'Crime']",175291,Cheap Thrills,"Recently fired and facing eviction, a new dad has his life turned upside down when he meets a wealthy couple who offer a path to financial security... but at a price.","['Pat Healy', 'Ethan Embry', 'Sara Paxton']"
"['Fantasy', 'Adventure', 'Family']",68728,Oz: The Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.","['James Franco', 'Mila Kunis', 'Rachel Weisz']"
['Comedy'],107811,21 & Over,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.","['Miles Teller', 'Skylar Astin', 'Justin Chon']"
"['Adventure', 'Family']",171759,The Lost Medallion: The Adventures of Billy Stone,A man who stops into a foster home to drop off some donations soon tells the kids a story about two teenage friends who uncover a long-lost medallion that transports them back in time.,"['William Brent', 'Sammi Hanratty', 'James Hong']"
"['Horror', 'Drama']",308467,Roadside,"Dan Summers and his pregnant wife, Mindy, fight for their lives when they are held hostage in their car by an unseen gunman on the side of a desolate mountain road.","['Ace Marrero', 'Katie Stegeman']"
"['Drama', 'Horror', 'Thriller']",86825,Stoker,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.","['Mia Wasikowska', 'Nicole Kidman', 'Matthew Goode']"
"['Horror', 'Thriller']",146203,The Last Exorcism Part II,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.","['Ashley Bell', 'Julia Garner', 'Andrew Sensenig']"
"['Romance', 'Comedy', 'Music']",173224,Along the Roadside,"Road movie about two young people from different parts of the world, their vastly different clashing cultures and their journey of self-discovery during the drive to the largest music festival in California.","['Michael Madsen', 'Iman Crosson', 'Lazar Ristovski']"
"['Action', 'Family', 'Fantasy']",81005,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.","['Nicholas Hoult', 'Eleanor Tomlinson', 'Ewan McGregor']"
"['Drama', 'Science Fiction']",110402,Трудно быть богом,"A group of scientists is sent to the planet Arkanar to help the local civilization, which is in the Medieval phase of its own history, to find the right path to progress. Their task is a difficult one: they cannot interfere violently and in no case can they kill. The scientist Rumata tries to save the local intellectuals from their punishment and cannot avoid taking a position. As if the question were: what would you do in God's place? Director's statement Aleksei wanted to make this film his entire life. The road was a long one. This is not a film about cruelty, but about love. A love that was there, tangible, alive, and that resisted through the hardest of conditions.","['Leonid Yarmolnik', 'Yuriy Tsurilo', 'Natalya Moteva']"
"['Thriller', 'Drama']",134411,Snitch,"Construction company owner John Matthews learns that his estranged son, Jason, has been arrested for drug trafficking. Facing an unjust prison sentence for a first time offender courtesy of mandatory minimum sentence laws, Jason has nothing to offer for leniency in good conscience. Desperately, John convinces the DEA and the opportunistic DA Joanne Keeghan to let him go undercover to help make arrests big enough to free his son in return. With the unwitting help of an ex-con employee, John enters the narcotics underworld where every move could be his last in an operation that will demand all his resources, wits and courage to survive.","['Dwayne Johnson', 'Barry Pepper', 'Jon Bernthal']"
['Documentary'],178862,Aroused,"Get up close and personal with 16 of the most successful women in the adult film industry as they shed their clothes for an intimate photo shoot with director Deborah Anderson. As questions are asked, personal stories about their lives are revealed, from why they chose the business of sex to how they got into it in the first place. These porn stars have always been discreet about their private lives in the past, yet Anderson has a way of opening up a dialog allowing them to share more than just their naked skin on screen. Their true inner vulnerability is touching, yet the characters they have created are confident and intoxicating. Once you hear their stories, you'll never look at them in the same way again.","['Lisa Ann', 'Kayden Kross', 'Belladonna']"
"['Horror', 'Comedy']",165864,Hansel and Gretel Get Baked,"An intense new marijuana strain named “Black Forest” is taking Los Angeles by storm, and Gretel’s stoner boyfriend can’t get enough. But when the old woman growing the popular drug (Lara Flynn Boyle) turns out to be an evil witch, cooking and eating her wasted patrons for their youth, Gretel and her brother Hansel must save him from a gruesome death — or face the last high of their lives.","['Molly C. Quinn', 'Michael Welch', 'Lara Flynn Boyle']"
"['Animation', 'Comedy', 'Adventure']",68179,Escape from Planet Earth,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,"['Brendan Fraser', 'Rob Corddry', 'Ricky Gervais']"
"['Comedy', 'Romance']",255266,Dry Spell,Sasha tries to get her soon-to-be ex husband Kyle laid so she can move on with her sex life guilt-free.,"['Suzi Lorraine', 'Jared Degado', 'Heather Dorff']"
"['Fantasy', 'Drama', 'Romance']",109491,Beautiful Creatures,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.","['Alden Ehrenreich', 'Alice Englert', 'Jeremy Irons']"
"['Comedy', 'Crime']",109431,Identity Thief,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.","['Jason Bateman', 'Melissa McCarthy', 'Jon Favreau']"
"['Thriller', 'Crime', 'Drama']",109421,Side Effects,A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.,"['Jude Law', 'Rooney Mara', 'Catherine Zeta-Jones']"
['Romance'],112949,Safe Haven,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.","['Julianne Hough', 'Josh Duhamel', 'Cobie Smulders']"
"['Drama', 'Music']",157293,एबीसीडी,"When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.","['Prabhu Deva', 'Ganesh Acharya', 'Kay Kay Menon']"
"['Action', 'Thriller']",47964,A Good Day to Die Hard,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.","['Bruce Willis', 'Jai Courtney', 'Sebastian Koch']"
"['Horror', 'Drama', 'Thriller']",150202,The Haunting in Connecticut 2: Ghosts of Georgia,Sequel to the 2009 mezzo-mezzo supernatural horror purporting to be based on a true story in which a cancer-afflicted teen starts seeing things in the new Victorian house he and his family moved into.,"['Chad Michael Murray', 'Katee Sackhoff', 'Abigail Spencer']"
[],320435,UnDivided,"UnDivided documents the true story of how a suburban church unites with at-risk Roosevelt High School to create a beautiful transformation for students, the school and the volunteers serving it.",[]
"['Action', 'Crime', 'Thriller']",70074,Bullet to the Head,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.","['Sylvester Stallone', 'Sung Kang', 'Sarah Shahi']"
"['Horror', 'Comedy', 'Romance']",82654,Warm Bodies,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.","['Nicholas Hoult', 'Teresa Palmer', 'Analeigh Tipton']"
"['Drama', 'Crime']",122081,Spring Breakers,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.","['James Franco', 'Selena Gomez', 'Vanessa Hudgens']"
"['Action', 'Crime']",119283,Parker,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.","['Jason Statham', 'Jennifer Lopez', 'Nick Nolte']"
"['Thriller', 'Crime', 'Drama']",98357,Broken City,"In a broken city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor. Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.","['Mark Wahlberg', 'Russell Crowe', 'Catherine Zeta-Jones']"
"['Action', 'Animation']",142061,"Batman: The Dark Knight Returns, Part 2",Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,"['Peter Weller', 'Ariel Winter', 'David Selby']"
"['Fantasy', 'Horror', 'Action']",60304,Hansel & Gretel: Witch Hunters,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.","['Jeremy Renner', 'Gemma Arterton', 'Famke Janssen']"
['Horror'],132232,Mama,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.","['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier']"
"['Comedy', 'Drama']",153795,Straight A's,"Pressured by his deceased mother's ghost to return home to the family he abandoned, a former addict grabs a bag of pills and a sack of marijuana and hits the road to Shreveport.","['Anna Paquin', 'Ryan Phillippe', 'Luke Wilson']"
['Comedy'],157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,"After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism.","['Kathryn Fiore', 'Flip Schultz', 'Olivia Alexander']"
"['Action', 'Crime', 'Thriller']",76640,The Last Stand,"Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts","['Arnold Schwarzenegger', 'Forest Whitaker', 'Rodrigo Santoro']"
"['Comedy', 'Horror']",139038,A Haunted House,"A spoof of all the ""found-footage/documentary style"" films released in recent years.","['Marlon Wayans', 'Essence Atkins', 'Nick Swardson']"
"['Crime', 'Drama', 'Action']",82682,Gangster Squad,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.","['Josh Brolin', 'Ryan Gosling', 'Nick Nolte']"
"['Action', 'Drama', 'History']",44865,一代宗師,"Ip Man's peaceful life in Foshan changes after Gong Yutian seeks an heir for his family in Southern China. Ip Man then meets Gong Er who challenges him for the sake of regaining her family's honor. After the Second Sino-Japanese War, Ip Man moves to Hong Kong and struggles to provide for his family. In the mean time, Gong Er chooses the path of vengeance after her father was killed by Ma San.","['Tony Leung Chiu-Wai', 'Zhang Ziyi', 'Song Hye-kyo']"
"['Horror', 'Thriller']",76617,Texas Chainsaw 3D,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.","['Alexandra Daddario', 'Dan Yeager', 'Bill Moseley']"
"['Drama', 'Romance', 'Crime']",152742,La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.","['Geoffrey Rush', 'Jim Sturgess', 'Sylvia Hoeks']"
['Comedy'],87818,Movie 43,"The film is composed of multiple comedy shorts presented through an overarching segment titled ""The Pitch"", in which Charlie Wessler, a mad screenwriter, is attempting to pitch a script to film executive Griffin Schraeder. After revealing several of the stories in his script, Wessler becomes agitated when Schraeder dismisses his outrageous ideas, and he pulls a gun on him and forces him to listen to multiple other stories before making Schraeder consult his manager, Bob Mone, to purchase the film.","['Anna Faris', 'Emma Stone', 'Halle Berry']"
"['Action', 'Drama']",182873,Green Street Hooligans: Underground,"An old firm leader returns to Green Street for Revanche after receiving a call that his little brother was killed, but is he able to cope with a new type of hooliganism and can he find his killer?","['Scott Adkins', 'Joey Ansah', 'Kacey Clarke']"
"['Drama', 'Comedy']",294600,Last I Heard,"Released from federal prison after 20 years due to his ailing health, a formerly powerful New York mobster moves back home and attempts to reconnect with former life in this poignant Sopranos-esque character study.","['Paul Sorvino', 'Chazz Palminteri', 'Michael Rapaport']"
['Horror'],103620,Maniac,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.","['Elijah Wood', 'America Olivo', 'Nora Arnezeder']"
"['Drama', 'Western']",68718,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio']"
['Comedy'],88042,Parental Guidance,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,"['Billy Crystal', 'Bette Midler', 'Marisa Tomei']"
"['Crime', 'Drama', 'Thriller']",75780,Jack Reacher,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.","['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins']"
['Comedy'],89492,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.","['Paul Rudd', 'Leslie Mann', 'Jason Segel']"
"['Thriller', 'Drama', 'History']",97630,Zero Dark Thirty,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.","['Jessica Chastain', 'Jason Clarke', 'Mark Strong']"
['Comedy'],82687,The Guilt Trip,An inventor and his mom hit the road together so he can sell his latest invention.,"['Seth Rogen', 'Barbra Streisand', 'Yvonne Strahovski']"
"['Drama', 'Music', 'Romance']",82695,Les Misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.","['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway']"
"['Action', 'Adventure', 'Science Fiction']",146631,U.F.O.,"A group of friends awake one morning to find all electricity and power shut off and an immense alien aircraft hovering in the air above their heads. Suddenly this regular group of friends is battling to survive as the entire human race is threatened by the alien army hovering ominously above. Aliens announce a hostile takeover of Earth by cutting off all power and communications, prompting a small band of survivors to fight for the human race in this sci-fi action-adventure featuring Jean-Claude Van Damme","['Bianca Bree', 'Sean Brosnan', 'Simon Phillips']"
"['Animation', 'Comedy', 'Drama']",126319,Ernest et Célestine,"Celestine is a little mouse trying to avoid a dental career; Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together.","['Anne-Marie Loop', 'Lambert Wilson', 'Pauline Brunner']"
"['TV Movie', 'Romance', 'Drama']",153397,Restless,A young woman finds out that her mother worked as a spy for the British Secret Service during World War II and has been on the run ever since.,"['Hayley Atwell', 'Rufus Sewell', 'Michelle Dockery']"
"['Drama', 'Action', 'Crime']",312113,Black November,"A volatile, oil-rich Nigerian community wages war against their corrupt government and a multi-national oil corporation to protect their land from being destroyed by excessive drilling and spills.  To seek justice, a rebel organization kidnaps an American oil executive and demands that his corporation end the destruction and pollution.  Inspired by true events, Black November is the gripping story of how a community rises up and takes drastic measures to make sure their voices are heard.","['Razaaq Adoti', 'Sarah Wayne Callies', 'Mickey Rourke']"
"['Action', 'Comedy']",147767,Khiladi 786,The 8th installment in the Khiladi series.,"['Akshay Kumar', 'Asin Thottumkal', 'Himesh Reshammiya']"
"['Comedy', 'Romance']",77875,Playing for Keeps,A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,"['Gerard Butler', 'Jessica Biel', 'Uma Thurman']"
"['Adventure', 'Fantasy', 'Action']",49051,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.","['Ian McKellen', 'Martin Freeman', 'Richard Armitage']"
"['Fantasy', 'Animation', 'Family']",81188,Rise of the Guardians,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.","['Chris Pine', 'Alec Baldwin', 'Jude Law']"
"['Adventure', 'Drama', 'Action']",87827,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.","['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon']"
"['Adventure', 'Fantasy', 'Drama']",50620,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']"
"['Drama', 'Romance']",132316,Jab Tak Hai Jaan,"An ex-army man, leading a double life in London, must choose between his wife and muse.  Jab Tak Hai Jaan movie is a love triangle,and also marks the return of Yash Chopra as a director after eight years.  In Jab Tak Hai Jaan, Shahrukh Khan plays the character of Samar who is an angry, unforgiving, with loads of emotional baggage. His role will span two ages, one in his late twenties as a musician based in London and the other at an older age as an introverted, composed, dutiful army officer in Kashmir.  Katrina as Meera play as a seductress, an unattainable beauty. And Anushka as Akira who is 21 year old and works for Discovery Channel and makes documentaries.","['Shah Rukh Khan', 'Katrina Kaif', 'Anushka Sharma']"
"['History', 'Drama']",72976,Lincoln,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.","['Daniel Day-Lewis', 'Sally Field', 'David Strathairn']"
"['Fantasy', 'Family']",94352,Cirque du Soleil: Worlds Away,"An original story featuring performances by Cirque du Soleil. A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.","['Erica Linz', 'Igor Zaripov', 'Matt Gillanders']"
"['Crime', 'Drama', 'Thriller']",97614,Deadfall,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.","['Eric Bana', 'Olivia Wilde', 'Charlie Hunnam']"
['Drama'],87502,Flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.","['Denzel Washington', 'Don Cheadle', 'Bruce Greenwood']"
['Action'],97430,The Man with the Iron Fists,"In feudal China, a blacksmith who makes weapons for a small village is put in the position where he must defend himself and his fellow villagers.","['Russell Crowe', 'Lucy Liu', 'Jamie Chung']"
"['Family', 'Animation', 'Comedy']",82690,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.","['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer']"
"['Foreign', 'Documentary']",139948,Burn,"A character-driven, action-packed documentary about Detroit, told through the eyes of the Detroit firefighters, the men and women charged with the thankless task of saving a city that many have written off as dead.","['Donald Austin', 'Brendan ""Doogie"" Milewski', 'Dave Parnell']"
"['Comedy', 'Romance']",133698,Un Plan parfait,"Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend.","['Diane Kruger', 'Dany Boon', 'Alice Pol']"
"['Horror', 'Science Fiction']",211557,Vessel,"Vessel is the story of the passengers of Flight 298, a red-eye on its way from Boston to San Francisco. Midway through the flight the passengers encounter an otherworldly force and are subsequently thrown into a fight for their lives. The story focuses on Danny (an everyday traveler), Emma (a flight attendant), Chloe (an unattended underage passenger) and Jim and Murray (the two pilots). Written by Anonymous","['Brandon Bales', 'Brandy Maasch', 'Julie Mintz']"
['Horror'],114635,The Helpers,"Seven friends from Sacramento, California head out on a documented road trip to Las Vegas. Their trip takes a very unexpected turn for the worse when their back tires mysteriously blow out. A couple miles down the road, they find a little gas station Diner/Motel, run by the most friendly, polite and ""helpful"" people. It appears that their problems are solved, but boy are they wrong! When convinced by ""The Helpers"" to stay overnight, the friends all wake up in their rooms to a new kind of gruesome and bloody terror!","['Kristen Quintrall', 'Denyce Lawton', 'JoJo Wright']"
"['Drama', 'Science Fiction']",83542,Cloud Atlas,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.","['Tom Hanks', 'Halle Berry', 'Jim Broadbent']"
"['Action', 'Adventure', 'Thriller']",37724,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.","['Daniel Craig', 'Judi Dench', 'Javier Bardem']"
['Drama'],82684,Chasing Mavericks,Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.,"['Gerard Butler', 'Jonny Weston', 'Elisabeth Shue']"
['Comedy'],82679,Fun Size,"Wren is invited to a Halloween party by her crush, Aaron Riley, but she is also forced by her mother to take her oddball little brother Albert with her when she goes out trick-or-treating on Halloween. When she goes to the party instead, she loses him and must find him before her mother finds out.","['Victoria Justice', 'Jackson Nicoll', 'Chelsea Handler']"
"['Action', 'Thriller', 'Crime']",94348,Alex Cross,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.","['Tyler Perry', 'Rachel Nichols', 'Jean Reno']"
